Track,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Doing Alright - Remastered 2011,Queen,1973,249213,4,0.341,0.293,9,-12.408,1,0.0356,0.756,0.0000231,0.0833,0.178,93.294,32
Great King Rat - Remastered 2011,Queen,1973,343013,4,0.35,0.851,4,-12.363,0,0.208,0.0404,0.000619,0.115,0.428,135.276,26
Jesus - Remastered 2011,Queen,1973,224173,4,0.356,0.74,11,-7.077,0,0.163,0.153,0.00000104,0.165,0.531,114.756,22
Keep Yourself Alive - 2011 Mix,Queen,1973,226720,4,0.419,0.721,2,-9.498,1,0.0792,0.25,0.0000417,0.104,0.593,134.204,31
Liar - Remastered 2011,Queen,1973,383920,4,0.261,0.787,2,-7.227,1,0.212,0.00279,0.0626,0.178,0.267,149.084,23
Modern Times Rock 'N Roll - Remastered 2011,Queen,1973,108173,4,0.47,0.934,4,-9.208,0,0.0673,0.0635,0.000057,0.862,0.513,115.763,23
My Fairy King - Remastered 2011,Queen,1973,248160,4,0.314,0.536,5,-10.059,1,0.0322,0.35,0.0085,0.127,0.276,99.812,26
Seven Seas Of Rhye - Remastered 2011,Queen,1973,76587,4,0.303,0.485,2,-13.346,1,0.0421,0.726,0.953,0.207,0.0451,107.148,20
Son And Daughter - Remastered 2011,Queen,1973,199547,4,0.328,0.716,4,-7.769,1,0.0432,0.139,0.023,0.354,0.744,144.869,20
The Night Comes Down - Remastered 2011,Queen,1973,263027,4,0.402,0.569,7,-12.319,1,0.059,0.683,0.0022,0.423,0.67,143.466,24
Father To Son - Remastered 2011,Queen II,1974,373853,4,0.171,0.646,0,-11.086,1,0.0547,0.212,0.0000665,0.191,0.224,147.384,25
Funny How Love Is - Remastered 2011,Queen II,1974,169760,4,0.444,0.945,0,-8.384,1,0.0776,0.003,0.0000679,0.345,0.431,145.497,21
Nevermore - Remastered 2011,Queen II,1974,78667,3,0.366,0.398,5,-11.499,1,0.0367,0.872,0.00000195,0.13,0.186,118.48,24
Ogre Battle - Remastered 2011,Queen II,1974,248453,4,0.279,0.822,2,-9.657,1,0.0923,0.418,0.00573,0.618,0.266,108.544,23
Procession - Remastered 2011,Queen II,1974,73133,3,0.324,0.0689,7,-23.454,1,0.0427,0.69,0.0495,0.136,0.384,120.955,21
Seven Seas Of Rhye - Remastered 2011,Queen II,1974,168973,4,0.31,0.893,2,-6.102,1,0.107,0.119,0.0176,0.248,0.427,126.343,27
Some Day One Day - Remastered 2011,Queen II,1974,262200,4,0.346,0.574,2,-13.874,1,0.0352,0.259,0.0144,0.079,0.705,115.471,22
The Fairy Feller's Master-Stroke - Remastered 2011,Queen II,1974,160987,4,0.441,0.899,0,-8.628,1,0.0909,0.252,0.0113,0.121,0.696,159.156,23
The Loser In The End - Remastered 2011,Queen II,1974,241187,4,0.381,0.811,2,-8.023,1,0.154,0.034,0.00000254,0.152,0.682,145.124,21
The March Of The Black Queen - Remastered 2011,Queen II,1974,392947,4,0.331,0.692,9,-8.444,0,0.0754,0.0869,0.0000134,0.639,0.141,112.623,26
White Queen (As It Began) - Remastered 2011,Queen II,1974,273200,4,0.244,0.297,9,-12.435,0,0.0358,0.83,0.0000316,0.133,0.167,152.769,23
Brighton Rock - Remastered 2011,Sheer Heart Attack,1974,310013,4,0.352,0.842,11,-9.168,0,0.389,0.361,0.0142,0.79,0.351,138.109,30
Bring Back That Leroy Brown - Remastered 2011,Sheer Heart Attack,1974,135307,4,0.722,0.642,0,-5.593,1,0.0794,0.412,0,0.0766,0.887,118.404,22
Dear Friends - Remastered 2011,Sheer Heart Attack,1974,67573,5,0.296,0.0453,2,-16.089,1,0.0336,0.878,0,0.187,0.567,73.054,21
Flick Of The Wrist - Remastered 2011,Sheer Heart Attack,1974,197293,4,0.325,0.834,4,-6.059,0,0.0874,0.0456,0.0000449,0.227,0.552,148.3,27
In The Lap Of The Gods - Remastered 2011,Sheer Heart Attack,1974,202613,4,0.185,0.551,5,-6.43,1,0.0338,0.546,0.000282,0.354,0.235,80.564,24
In The Lap Of The Gods... Revisited - Remastered 2011,Sheer Heart Attack,1974,226813,3,0.417,0.583,2,-8.606,1,0.037,0.408,0,0.289,0.502,132.341,23
Killer Queen - Remastered 2011,Sheer Heart Attack,1974,179600,4,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,38
Lily Of The Valley - Remastered 2011,Sheer Heart Attack,1974,104893,4,0.309,0.269,0,-10.014,1,0.0283,0.627,0,0.148,0.416,78.554,25
Misfire - Remastered 2011,Sheer Heart Attack,1974,109653,4,0.614,0.84,3,-7.006,1,0.03,0.0808,0.0334,0.397,0.961,126.346,23
Now I'm Here - Remastered 2011,Sheer Heart Attack,1974,252933,4,0.49,0.757,4,-6.932,1,0.0515,0.0323,0.00235,0.0987,0.537,132.543,27
She Makes Me (Stormtrooper In Stilettos) - Remastered 2011,Sheer Heart Attack,1974,249200,4,0.46,0.534,2,-7.676,1,0.0257,0.175,0.000251,0.119,0.37,77.033,21
Stone Cold Crazy - Remastered 2011,Sheer Heart Attack,1974,133813,4,0.427,0.919,7,-6.609,1,0.0936,0.0216,0.00173,0.0957,0.504,120.378,30
Tenement Funster - Remastered 2011,Sheer Heart Attack,1974,166853,4,0.423,0.69,4,-7.362,0,0.0355,0.0589,0.000406,0.343,0.511,84.621,25
39 - Remastered 2011,A Night At The Opera,1975,210800,4,0.519,0.584,8,-9.67,1,0.027,0.0275,0,0.111,0.337,101.632,30
Bohemian Rhapsody - Remastered 2011,A Night At The Opera,1975,354320,4,0.391,0.402,0,-9.961,0,0.0539,0.289,0,0.243,0.228,143.879,35
Death On Two Legs (Dedicated To...) - Remastered 2011,A Night At The Opera,1975,223173,4,0.394,0.699,2,-6.242,1,0.0574,0.334,0.0000622,0.155,0.456,124.665,31
God Save The Queen - Remastered 2011,A Night At The Opera,1975,75347,4,0.0878,0.293,7,-15.237,1,0.0323,0.666,0.889,0.31,0.234,83.084,23
Good Company - Remastered 2011,A Night At The Opera,1975,203440,4,0.504,0.418,6,-11.275,1,0.0435,0.78,0.000018,0.346,0.507,183.129,25
I'm In Love With My Car - Remastered 2011,A Night At The Opera,1975,184893,3,0.298,0.821,4,-8.543,0,0.067,0.0133,0.00000838,0.208,0.329,143.764,29
Lazing On A Sunday Afternoon - Remastered 2011,A Night At The Opera,1975,67400,4,0.642,0.579,3,-9.165,1,0.0556,0.445,0.00107,0.109,0.712,131.901,29
Love Of My Life - Remastered 2011,A Night At The Opera,1975,217400,4,0.328,0.183,5,-11.63,1,0.0286,0.936,0.00000764,0.115,0.262,79.205,32
Seaside Rendezvous - Remastered 2011,A Night At The Opera,1975,134133,4,0.444,0.699,0,-5.494,1,0.141,0.386,0,0.253,0.762,167.568,28
Sweet Lady - Remastered 2011,A Night At The Opera,1975,242133,3,0.31,0.859,9,-8.937,1,0.0756,0.0128,0.0000437,0.596,0.591,119.015,26
The Prophet's Song - Remastered 2011,A Night At The Opera,1975,500960,4,0.388,0.453,2,-9.812,0,0.0462,0.315,0.0000584,0.347,0.178,142.868,27
You're My Best Friend - Remastered 2011,A Night At The Opera,1975,170800,4,0.518,0.761,0,-7.025,1,0.0451,0.158,0.00805,0.0715,0.577,118.74,35
Drowse - Remastered 2011,A Day At The Races,1976,223307,3,0.438,0.568,2,-10.143,1,0.0332,0.176,0.0000154,0.13,0.405,145.215,21
Good Old-Fashioned Lover Boy - Remastered 2011,A Day At The Races,1976,173173,4,0.545,0.454,3,-6.706,1,0.0302,0.566,0,0.0541,0.393,96.784,33
Long Away - Remastered 2011,A Day At The Races,1976,213413,4,0.495,0.741,9,-6.464,1,0.0398,0.162,0.00000116,0.266,0.296,116.746,22
Somebody To Love - Remastered 2011,A Day At The Races,1976,296493,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,35
Teo Torriatte (Let Us Cling Together) - Remastered 2011,A Day At The Races,1976,355667,4,0.275,0.241,2,-10.244,1,0.0289,0.642,0.00000587,0.0999,0.111,140.984,22
The Millionaire Waltz - Remastered 2011,A Day At The Races,1976,295347,4,0.322,0.343,10,-7.595,1,0.0332,0.634,0.00000838,0.126,0.373,96.133,25
Tie Your Mother Down - Remastered 2011,A Day At The Races,1976,286693,4,0.327,0.886,2,-5.6,1,0.0722,0.094,0.000195,0.35,0.16,134.991,27
White Man - Remastered 2011,A Day At The Races,1976,298133,4,0.31,0.681,2,-7.809,0,0.0682,0.0832,0,0.258,0.264,143.273,20
You And I - Remastered 2011,A Day At The Races,1976,206160,4,0.528,0.868,2,-5.759,1,0.0581,0.0781,0.00309,0.437,0.54,134.382,23
You Take My Breath Away - Remastered 2011,A Day At The Races,1976,306480,4,0.236,0.216,3,-15.132,1,0.0456,0.953,0.0000593,0.142,0.0751,183.314,25
"All Dead, All Dead - Remastered 2011",News of the World,1977,189587,3,0.501,0.0761,5,-14.57,1,0.0412,0.782,0.00038,0.114,0.3,114.158,20
Fight From The Inside - Remastered 2011,News of the World,1977,181627,4,0.576,0.851,0,-5.669,0,0.077,0.132,0.000268,0.613,0.33,89.966,18
"Get Down, Make Love - Remastered 2011",News of the World,1977,230120,4,0.445,0.709,8,-4.829,1,0.265,0.406,0,0.212,0.377,143.354,18
It's Late - Remastered 2011,News of the World,1977,386360,4,0.293,0.692,9,-5.243,1,0.0581,0.191,0.00000556,0.0902,0.51,182.376,19
My Melancholy Blues - Remastered 2011,News of the World,1977,211333,4,0.434,0.201,3,-14.367,1,0.0332,0.681,0,0.196,0.099,139.373,19
Sheer Heart Attack - Remastered 2011,News of the World,1977,207600,4,0.164,0.938,10,-4.624,1,0.128,0.00529,0.00318,0.359,0.387,184.047,21
Sleeping On The Sidewalk - Remastered 2011,News of the World,1977,186080,4,0.619,0.77,4,-7.809,1,0.0269,0.469,0.000267,0.383,0.626,129.947,17
Spread Your Wings - Remastered 2011,News of the World,1977,274227,4,0.397,0.658,9,-6.474,1,0.0329,0.282,0.000025,0.0642,0.458,174.888,21
We Are The Champions - Remastered 2011,News of the World,1977,179200,3,0.483,0.459,10,-6.948,1,0.0283,0.385,0,0.119,0.184,95.482,25
We Will Rock You - 1991 Bonus Remix Ruined By Rick Rubin,News of the World,1977,300867,4,0.424,0.746,2,-11.065,1,0.231,0.297,0.00000285,0.105,0.231,164.909,18
We Will Rock You - Remastered 2011,News of the World,1977,122067,4,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,26
Who Needs You - Remastered 2011,News of the World,1977,186853,4,0.862,0.384,9,-12.823,1,0.0515,0.263,0.000327,0.209,0.9,120.649,17
Bicycle Race - 1991 Bonus Remix,Jazz,1978,298000,4,0.568,0.654,7,-13.356,1,0.268,0.0375,0.00101,0.0771,0.633,170.686,13
Bicycle Race - Remastered 2011,Jazz,1978,180813,4,0.47,0.669,3,-6.446,1,0.0736,0.0637,0,0.0948,0.609,84.413,22
Dead On Time - Remastered 2011,Jazz,1978,203347,4,0.31,0.955,11,-4.572,0,0.293,0.0071,0.000125,0.228,0.406,143.652,17
Don't Stop Me Now - Remastered 2011,Jazz,1978,209413,4,0.564,0.865,5,-5.277,1,0.165,0.0472,0.000188,0.77,0.602,156.334,24
Dreamer's Ball - Remastered 2011,Jazz,1978,210147,4,0.593,0.37,9,-7.616,1,0.0364,0.825,0,0.416,0.399,91.541,18
Fat Bottomed Girls - 1991 Bonus Remix,Jazz,1978,263333,4,0.343,0.628,2,-10.189,1,0.0457,0.00289,0.00000215,0.333,0.362,86.895,20
Fat Bottomed Girls - Remastered 2011,Jazz,1978,255600,4,0.337,0.681,2,-7.674,1,0.0494,0.0323,0.00000635,0.342,0.41,88.772,25
Fun It - Remastered 2011,Jazz,1978,208827,4,0.833,0.616,0,-6.846,1,0.297,0.119,0.00869,0.0657,0.836,113.878,14
If You Can't Beat Them - Remastered 2011,Jazz,1978,255187,4,0.433,0.773,2,-5.424,1,0.0652,0.0021,0.00564,0.36,0.666,140.433,17
In Only Seven Days - Remastered 2011,Jazz,1978,149253,4,0.518,0.469,2,-7.111,1,0.0306,0.423,0.00000233,0.114,0.425,115.089,16
Jealousy - Remastered 2011,Jazz,1978,193147,4,0.582,0.476,3,-9.842,1,0.0291,0.209,0,0.244,0.207,80.547,18
Leaving Home Ain't Easy - Remastered 2011,Jazz,1978,195040,4,0.518,0.454,9,-9.207,1,0.028,0.0534,0,0.112,0.214,107.674,14
Let Me Entertain You - Remastered 2011,Jazz,1978,181693,4,0.401,0.902,11,-4.826,0,0.37,0.0163,0.00104,0.738,0.58,66.38,16
More Of That Jazz - Remastered 2011,Jazz,1978,256653,4,0.359,0.718,9,-5.786,1,0.0594,0.0335,0.000038,0.0935,0.509,174.205,14
Mustapha - Remastered 2011,Jazz,1978,181027,4,0.596,0.632,5,-9.894,0,0.128,0.476,0.0000032,0.0712,0.456,152.767,17
39 - Live,Live Killers,1979,206627,4,0.491,0.572,7,-14.701,1,0.0418,0.191,0,0.972,0.725,104.448,14
Bicycle Race - Live,Live Killers,1979,89387,4,0.387,0.5,8,-14.098,1,0.0406,0.709,0.0000044,0.569,0.616,88.82,14
Bohemian Rhapsody - Live,Live Killers,1979,361400,4,0.252,0.571,3,-14.006,1,0.0686,0.208,0.00658,0.99,0.242,75.279,16
Brighton Rock - Live,Live Killers,1979,735533,4,0.361,0.678,4,-13.7,0,0.16,0.432,0.214,0.941,0.283,148.608,12
Death On Two Legs,Live Killers,1979,213240,4,0.331,0.642,7,-11.849,1,0.0747,0.238,0.000612,0.449,0.355,136.797,14
Don't Stop Me Now - Live,Live Killers,1979,268173,4,0.45,0.863,0,-11.825,1,0.194,0.0502,0.000241,0.689,0.23,159.335,19
Dreamers Ball - Live,Live Killers,1979,222093,4,0.551,0.274,2,-17.038,0,0.0742,0.735,0,0.952,0.363,92.834,12
"Get Down, Make Love - Live",Live Killers,1979,271267,4,0.298,0.58,8,-13.522,1,0.191,0.676,0.000163,0.852,0.102,153.369,12
I'm In Love With My Car - Live,Live Killers,1979,121493,3,0.244,0.831,7,-11.544,1,0.0899,0.0513,0.00000462,0.817,0.43,156.379,13
Keep Yourself Alive - Live,Live Killers,1979,240480,4,0.351,0.849,3,-12.116,1,0.0989,0.0703,0.00000553,0.98,0.377,149.558,13
Killer Queen - Live,Live Killers,1979,118373,4,0.531,0.405,10,-16.441,1,0.0452,0.551,0.000003,0.241,0.748,125.049,16
Let Me Entertain You - Live,Live Killers,1979,196827,4,0.181,0.919,7,-11.151,1,0.0967,0.0052,0,0.987,0.297,144.17,13
Love Of My Life - Live,Live Killers,1979,299293,3,0.272,0.554,2,-13.032,1,0.0761,0.872,0.0000162,0.85,0.302,104.484,14
Now I'm Here - Live,Live Killers,1979,522667,4,0.253,0.767,6,-13.041,0,0.143,0.148,0.023,0.719,0.125,149.466,13
Sheer Heart Attack - Live,Live Killers,1979,215133,4,0.3,0.957,9,-10.769,1,0.0585,0.0000885,0.578,0.898,0.0551,99.04,9
Spread Your Wings - Live,Live Killers,1979,315533,4,0.218,0.578,9,-14.117,1,0.0413,0.0706,0.000816,0.964,0.486,171.207,17
Tie Your Mother Down - Live,Live Killers,1979,221733,4,0.282,0.895,9,-9.902,1,0.0745,0.0224,0.000644,0.965,0.103,150.732,11
We Will Rock You - Live,Live Killers,1979,196840,4,0.308,0.914,9,-11.207,1,0.0732,0.000118,0.000206,0.985,0.318,84.172,16
We Will Rock You - Live,Live Killers,1979,168240,4,0.515,0.834,5,-11.351,1,0.044,0.187,0.00000138,0.593,0.0744,89.038,10
You're My Best Friend - Live,Live Killers,1979,130427,3,0.487,0.603,0,-13.132,1,0.0313,0.288,0.00000102,0.732,0.684,127.111,15
Arboria (Planet Of The Tree Men) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,101347,1,0.229,0.0647,7,-25.581,0,0.0461,0.984,0.000312,0.236,0.102,170.457,5
Battle Theme - Remastered 2011,Flash Gordon (Original Soundtrack),1980,138307,4,0.218,0.906,2,-6.638,1,0.0792,0.000546,0.415,0.107,0.402,116.634,8
Crash Dive On Mingo City - Remastered 2011,Flash Gordon (Original Soundtrack),1980,60653,4,0.508,0.856,9,-11.118,1,0.215,0.391,0.0652,0.64,0.112,116.091,5
Escape From The Swamp - Remastered 2011,Flash Gordon (Original Soundtrack),1980,103053,3,0.36,0.227,11,-19.791,1,0.0351,0.759,0.819,0.104,0.157,90.602,5
Execution Of Flash - Remastered 2011,Flash Gordon (Original Soundtrack),1980,65653,5,0.257,0.118,2,-18.319,1,0.0438,0.425,0.383,0.151,0.194,80.693,5
Flash To The Rescue - Remastered 2011,Flash Gordon (Original Soundtrack),1980,163453,4,0.616,0.556,9,-15.313,1,0.137,0.185,0.625,0.288,0.0759,113.361,6
Flash's Theme - Remastered 2011,Flash Gordon (Original Soundtrack),1980,209987,4,0.496,0.521,9,-12.169,0,0.113,0.487,0.0272,0.47,0.179,109.242,16
Flash's Theme - Remix,Flash Gordon (Original Soundtrack),1980,402533,4,0.74,0.867,9,-11.319,0,0.0472,0.0194,0.0385,0.0706,0.397,108.982,8
Flash's Theme Reprise - Remastered 2011,Flash Gordon (Original Soundtrack),1980,83573,4,0.369,0.626,9,-7.664,0,0.0648,0.0302,0.19,0.917,0.438,107.497,6
Football Fight - Remastered 2011,Flash Gordon (Original Soundtrack),1980,88587,4,0.513,0.88,9,-6.808,0,0.0755,0.000206,0.678,0.362,0.317,92.125,8
In The Death Cell (Love Theme Reprise) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,144880,4,0.131,0.302,7,-14.465,1,0.0365,0.569,0.805,0.413,0.0399,78.967,5
In The Space Capsule (The Love Theme) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,162587,3,0.244,0.423,2,-14.225,1,0.0509,0.0447,0.76,0.105,0.15,107.232,8
Marriage Of Dale And Ming (And Flash Approaching) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,124280,4,0.379,0.464,9,-8.868,1,0.0832,0.211,0.019,0.804,0.365,115.832,5
Ming's Theme (In The Court Of Ming The Merciless) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,160680,3,0.311,0.0157,1,-18.453,1,0.0435,0.438,0.0163,0.132,0.0293,151.732,6
The Hero - Remastered 2011,Flash Gordon (Original Soundtrack),1980,213413,4,0.313,0.796,2,-7.173,1,0.0754,0.0399,0.017,0.376,0.354,123.149,8
The Kiss (Aura Resurrects Flash) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,104867,3,0.231,0.262,10,-12.817,1,0.0397,0.783,0.633,0.0924,0.039,96.187,5
The Ring (Hypnotic Seduction Of Dale) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,57307,4,0.346,0.0609,5,-21.062,0,0.0657,0.951,0.942,0.235,0.0369,73.705,5
The Wedding March - Remastered 2011,Flash Gordon (Original Soundtrack),1980,56000,4,0.172,0.431,2,-8.203,1,0.0379,0.247,0.772,0.445,0.478,72.909,6
Vultan's Theme (Attack Of The Hawk Men) - Remastered 2011,Flash Gordon (Original Soundtrack),1980,72907,4,0.269,0.869,0,-7.894,1,0.0752,0.0000271,0.927,0.111,0.533,76.868,7
Another One Bites The Dust - Remastered 2011,The Game,1980,214653,4,0.932,0.528,5,-6.472,0,0.161,0.115,0.329,0.163,0.757,109.975,24
Coming Soon - Remastered 2011,The Game,1980,170040,4,0.684,0.913,9,-5.785,0,0.0451,0.00824,0.0665,0.123,0.871,136.819,15
Crazy Little Thing Called Love - Remastered 2011,The Game,1980,163373,4,0.599,0.762,0,-6.887,1,0.0423,0.714,0.00000443,0.35,0.715,76.961,22
Don't Try Suicide - Remastered 2011,The Game,1980,232120,4,0.795,0.485,7,-7.529,1,0.201,0.338,0,0.0307,0.645,135.252,19
Dragon Attack - 1991 Bonus Remix,The Game,1980,262373,4,0.773,0.847,1,-12.039,1,0.141,0.00919,0.00205,0.116,0.763,180.213,15
Dragon Attack - Remastered 2011,The Game,1980,258773,4,0.7,0.864,0,-5.481,1,0.125,0.138,0.00281,0.259,0.606,88.192,21
Need Your Loving Tonight - Remastered 2011,The Game,1980,169200,4,0.604,0.877,9,-3.881,1,0.0392,0.326,0,0.241,0.8,137.813,18
Play The Game - Remastered 2011,The Game,1980,212533,4,0.385,0.698,5,-5.772,1,0.0314,0.337,0,0.126,0.28,78.528,22
Rock It (Prime Jive) - Remastered 2011,The Game,1980,273013,4,0.475,0.915,11,-5.699,1,0.0618,0.321,0,0.0638,0.635,160.28,16
Sail Away Sweet Sister - Remastered 2011,The Game,1980,213427,4,0.498,0.5,11,-6.937,0,0.0285,0.829,0,0.0907,0.196,79.938,17
Save Me - Remastered 2011,The Game,1980,229920,3,0.506,0.45,7,-6.796,1,0.0269,0.359,0,0.127,0.327,81.621,18
Action This Day - Remastered 2011,Hot Space,1982,214813,4,0.727,0.477,2,-6.121,1,0.0399,0.0563,0.000275,0.0789,0.908,166.374,12
Back Chat - Remastered 2011,Hot Space,1982,275093,4,0.785,0.844,0,-6.422,1,0.0632,0.121,0.0000984,0.372,0.709,118.963,15
Body Language - 1991 Bonus Remix,Hot Space,1982,284200,4,0.76,0.566,1,-12.958,1,0.0449,0.000401,0.163,0.12,0.61,133.664,13
Body Language - Remastered 2011,Hot Space,1982,271600,4,0.831,0.538,1,-9.594,1,0.0649,0.0385,0.00857,0.101,0.362,132.585,15
Calling All Girls - Remastered 2011,Hot Space,1982,231853,4,0.612,0.722,2,-6.749,1,0.0347,0.0496,0.0000932,0.0612,0.614,138.432,12
Cool Cat - Remastered 2011,Hot Space,1982,209107,4,0.818,0.399,9,-9.927,1,0.111,0.306,0.00243,0.18,0.838,73.762,23
Dancer - Remastered 2011,Hot Space,1982,230120,4,0.741,0.477,9,-6.113,1,0.0342,0.0435,0.0000134,0.0483,0.517,100.106,15
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Hot Space,1982,271640,4,0.39,0.554,2,-7.662,1,0.029,0.1,0.00000126,0.0705,0.131,80.89,13
Life Is Real (Song For Lennon) - Remastered 2011,Hot Space,1982,211360,4,0.571,0.448,7,-8.303,1,0.0246,0.609,0,0.0711,0.344,80.716,12
Put Out The Fire - Remastered 2011,Hot Space,1982,198240,4,0.546,0.859,2,-5.869,1,0.0601,0.224,0,0.183,0.501,91.787,12
Staying Power - Remastered 2011,Hot Space,1982,252133,4,0.823,0.855,2,-6.104,1,0.109,0.133,0,0.0795,0.465,115.347,15
Under Pressure - Remastered 2011,Hot Space,1982,248440,4,0.671,0.712,2,-7.809,1,0.0476,0.424,0,0.104,0.465,113.803,22
Hammer To Fall - Remastered 2011,The Works,1984,265440,4,0.402,0.841,9,-4.544,1,0.0935,0.357,0.000106,0.101,0.476,128.558,21
I Go Crazy,The Works,1984,222133,4,0.255,0.915,9,-9.092,1,0.101,0.192,0.0000215,0.314,0.363,172.235,18
I Want To Break Free - Extended Mix,The Works,1984,431733,4,0.791,0.414,4,-11.349,1,0.035,0.0512,0.0102,0.045,0.545,108.984,20
I Want To Break Free - Remastered 2011,The Works,1984,198773,4,0.875,0.408,4,-10.507,1,0.0377,0.0782,0.000833,0.122,0.775,109.084,25
Is This The World We Created...? - Remastered 2011,The Works,1984,134293,4,0.406,0.211,6,-12.609,1,0.0387,0.828,0,0.121,0.175,78.24,14
It's A Hard Life - Remastered 2011,The Works,1984,246973,4,0.437,0.599,3,-6.203,1,0.0292,0.427,0,0.152,0.293,82.284,17
Keep Passing The Open Windows - Remastered 2011,The Works,1984,321040,4,0.502,0.792,5,-6.152,1,0.0614,0.147,0.0000996,0.139,0.633,160.79,14
Machines (or 'Back To Humans') - Remastered 2011,The Works,1984,307080,4,0.623,0.932,0,-6.105,1,0.0782,0.0595,0.00524,0.372,0.381,111.508,12
Man On The Prowl - Remastered 2011,The Works,1984,205640,4,0.537,0.865,7,-5.458,1,0.0338,0.287,0.0000441,0.538,0.897,75.134,13
Radio Ga Ga - Extended Remix,The Works,1984,411360,4,0.792,0.446,5,-12.178,1,0.0389,0.251,0.0192,0.097,0.661,112.252,20
Radio Ga Ga - Remastered 2011,The Works,1984,348227,4,0.745,0.502,5,-7.705,1,0.0359,0.179,0.000184,0.191,0.655,112.345,26
Tear It Up - Remastered 2011,The Works,1984,204627,4,0.506,0.871,2,-5.05,1,0.0634,0.168,0,0.131,0.306,90.013,16
A Kind Of Magic - Remastered 2011,A Kind of Magic,1986,264253,4,0.671,0.775,9,-5.873,1,0.0354,0.0181,0.00282,0.12,0.695,130.121,21
Don't Lose Your Head - Remastered 2011,A Kind of Magic,1986,278133,4,0.534,0.918,9,-6.008,0,0.0708,0.00506,0.156,0.258,0.304,119.935,12
Forever - 2011 Remaster,A Kind of Magic,1986,201031,5,0.199,0.134,4,-16.148,0,0.0345,0.952,0.934,0.124,0.0385,74.547,12
Friends Will Be Friends - Remastered 2011,A Kind of Magic,1986,246907,3,0.442,0.531,4,-7.721,0,0.0273,0.0376,0.000015,0.336,0.356,75.035,15
Gimme The Prize - Remastered 2011,A Kind of Magic,1986,273973,4,0.3,0.948,1,-5.622,0,0.204,0.0439,0.0995,0.354,0.102,84.896,14
One Vision - Extended Version,A Kind of Magic,1986,388467,4,0.577,0.863,2,-11.173,1,0.137,0.0197,0.00295,0.437,0.145,120.115,19
One Vision - Remastered 2011,A Kind of Magic,1986,311027,4,0.462,0.923,2,-7.396,1,0.26,0.0454,0.000254,0.362,0.328,119.931,19
One Year Of Love - Remastered 2011,A Kind of Magic,1986,267480,3,0.593,0.364,11,-8.542,0,0.0258,0.277,0.000651,0.356,0.121,110.987,15
Pain Is So Close To Pleasure - Remastered 2011,A Kind of Magic,1986,261480,4,0.764,0.63,9,-6.52,0,0.024,0.0545,0.0126,0.168,0.612,112.184,13
Princes Of The Universe - Remastered 2011,A Kind of Magic,1986,213827,4,0.368,0.88,7,-5.043,1,0.0856,0.033,0,0.317,0.27,81.215,17
Who Wants To Live Forever - Remastered 2011,A Kind of Magic,1986,315653,4,0.176,0.368,4,-8.978,0,0.0341,0.593,0.00103,0.115,0.0387,140.407,19
Breakthru - Remastered 2011,The Miracle,1989,248387,4,0.571,0.861,5,-5.697,1,0.087,0.063,0.00827,0.36,0.309,90.1,14
Chinese Torture,The Miracle,1989,103933,4,0.3,0.557,4,-13.499,1,0.1,0.497,0.807,0.139,0.0997,127.638,8
Hang On In There,The Miracle,1989,225600,4,0.554,0.656,2,-10.868,1,0.0415,0.114,0.0000773,0.0829,0.375,122.398,9
I Want It All - Remastered 2011,The Miracle,1989,280480,4,0.215,0.843,11,-5.119,0,0.0617,0.0252,0.0000822,0.303,0.371,92.134,20
Khashoggi's Ship - Remastered 2011,The Miracle,1989,167667,4,0.485,0.869,11,-4.543,1,0.124,0.245,0.0000611,0.415,0.57,95.143,12
My Baby Does Me - Remastered 2011,The Miracle,1989,202800,4,0.789,0.414,1,-10.826,1,0.0511,0.0493,0.0133,0.0455,0.712,90.958,10
Party - Remastered 2011,The Miracle,1989,144893,4,0.672,0.912,0,-4.742,1,0.0505,0.00878,0.000721,0.602,0.755,135.034,12
Rain Must Fall - Remastered 2011,The Miracle,1989,263293,4,0.724,0.791,4,-6.693,0,0.04,0.127,0.000452,0.0655,0.96,112.029,12
"Scandal - 12"" Mix (Album Version)",The Miracle,1989,393933,4,0.675,0.845,1,-10.996,0,0.0528,0.0019,0.0948,0.0644,0.62,105.021,9
Scandal - Remastered 2011,The Miracle,1989,282920,4,0.639,0.805,4,-5.955,0,0.0321,0.0376,0.00239,0.314,0.495,103.454,12
"The Invisible Man - 12"" Version (Extended Mix)",The Miracle,1989,328160,4,0.799,0.591,0,-12.076,1,0.0526,0.0369,0.597,0.0893,0.523,120.015,10
